TimeStamp,Frequency,feeling_positive,feeling_negative,Class
234,1,0,1,Reader_2_6.csv
234,0,0,0,Reader_2_7.csv
234,0,0,0,Reader_2_8.csv
234,1,1,0,Reader_2_9.csv
234,33,26,7,reader_3_1.csv
234,34,30,4,Reader_3_2.csv
234,10,8,2,Reader_3_3.csv
234,10,8,2,Reader_3_4.csv
234,26,25,1,Reader_3_5.csv
234,12,12,0,Reader_3_6.csv
234,2,2,0,Reader_3_7.csv
235,6,5,1,Reader_1_1.csv
235,0,0,0,Reader_1_10.csv
235,3,2,1,Reader_1_11.csv
235,0,0,0,Reader_1_12.csv
235,2,2,0,Reader_1_2.csv
235,2,2,0,Reader_1_3.csv
235,0,0,0,Reader_1_4.csv
235,2,2,0,Reader_1_5.csv
235,4,3,1,Reader_1_6.csv
235,3,3,0,Reader_1_7.csv
235,1,1,0,Reader_1_8.csv
235,1,1,0,Reader_1_9.csv
235,1,0,1,Reader_2_1.csv
235,3,3,0,Reader_2_10.csv
235,0,0,0,Reader_2_11.csv
235,2,2,0,Reader_2_12.csv
235,2,2,0,Reader_2_2.csv
235,5,5,0,Reader_2_3.csv
235,1,0,1,Reader_2_4.csv
235,0,0,0,Reader_2_5.csv
235,0,0,0,Reader_2_6.csv
235,0,0,0,Reader_2_7.csv
235,0,0,0,Reader_2_8.csv
235,1,1,0,Reader_2_9.csv
235,33,27,6,reader_3_1.csv
235,35,31,4,Reader_3_2.csv
235,11,9,2,Reader_3_3.csv
235,11,9,2,Reader_3_4.csv
235,26,25,1,Reader_3_5.csv
235,12,12,0,Reader_3_6.csv
235,1,1,0,Reader_3_7.csv
236,8,6,2,Reader_1_1.csv
236,0,0,0,Reader_1_10.csv
236,3,2,1,Reader_1_11.csv
236,1,1,0,Reader_1_12.csv
236,3,2,1,Reader_1_2.csv
236,2,2,0,Reader_1_3.csv
236,0,0,0,Reader_1_4.csv
236,2,2,0,Reader_1_5.csv
236,4,3,1,Reader_1_6.csv
236,3,3,0,Reader_1_7.csv
236,1,1,0,Reader_1_8.csv
236,1,1,0,Reader_1_9.csv
236,1,0,1,Reader_2_1.csv
236,3,3,0,Reader_2_10.csv
236,0,0,0,Reader_2_11.csv
236,1,1,0,Reader_2_12.csv
236,2,2,0,Reader_2_2.csv
236,6,6,0,Reader_2_3.csv
236,1,0,1,Reader_2_4.csv
236,0,0,0,Reader_2_5.csv
236,0,0,0,Reader_2_6.csv
236,0,0,0,Reader_2_7.csv
236,0,0,0,Reader_2_8.csv
236,1,1,0,Reader_2_9.csv
236,34,29,5,reader_3_1.csv
236,35,30,5,Reader_3_2.csv
236,11,9,2,Reader_3_3.csv
236,11,9,2,Reader_3_4.csv
236,20,19,1,Reader_3_5.csv
236,14,13,1,Reader_3_6.csv
236,1,1,0,Reader_3_7.csv
237,7,5,2,Reader_1_1.csv
237,1,1,0,Reader_1_10.csv
237,3,2,1,Reader_1_11.csv
237,1,1,0,Reader_1_12.csv
237,3,2,1,Reader_1_2.csv
237,5,5,0,Reader_1_3.csv
237,0,0,0,Reader_1_4.csv
237,2,2,0,Reader_1_5.csv
237,4,3,1,Reader_1_6.csv
237,4,4,0,Reader_1_7.csv
237,1,1,0,Reader_1_8.csv
237,1,1,0,Reader_1_9.csv
237,0,0,0,Reader_2_1.csv
237,3,3,0,Reader_2_10.csv
237,0,0,0,Reader_2_11.csv
237,1,1,0,Reader_2_12.csv
237,2,2,0,Reader_2_2.csv
237,6,6,0,Reader_2_3.csv
237,1,0,1,Reader_2_4.csv
237,0,0,0,Reader_2_5.csv
237,0,0,0,Reader_2_6.csv
237,0,0,0,Reader_2_7.csv
237,0,0,0,Reader_2_8.csv
237,1,1,0,Reader_2_9.csv
237,42,35,7,reader_3_1.csv
237,31,27,4,Reader_3_2.csv
237,12,10,2,Reader_3_3.csv
237,12,10,2,Reader_3_4.csv
237,17,16,1,Reader_3_5.csv
237,14,13,1,Reader_3_6.csv
237,1,1,0,Reader_3_7.csv
238,9,7,2,Reader_1_1.csv
238,1,1,0,Reader_1_10.csv
238,4,2,2,Reader_1_11.csv
238,1,1,0,Reader_1_12.csv
238,4,2,2,Reader_1_2.csv
238,4,4,0,Reader_1_3.csv
238,0,0,0,Reader_1_4.csv
238,2,2,0,Reader_1_5.csv
238,4,3,1,Reader_1_6.csv
238,4,4,0,Reader_1_7.csv
238,1,1,0,Reader_1_8.csv
238,1,1,0,Reader_1_9.csv
238,0,0,0,Reader_2_1.csv
238,3,3,0,Reader_2_10.csv
238,0,0,0,Reader_2_11.csv
238,0,0,0,Reader_2_12.csv
238,1,1,0,Reader_2_2.csv
238,5,5,0,Reader_2_3.csv
238,1,0,1,Reader_2_4.csv
238,0,0,0,Reader_2_5.csv
238,1,1,0,Reader_2_6.csv
238,0,0,0,Reader_2_7.csv
238,0,0,0,Reader_2_8.csv
238,1,1,0,Reader_2_9.csv
238,42,36,6,reader_3_1.csv
238,33,28,5,Reader_3_2.csv
238,11,9,2,Reader_3_3.csv
238,11,9,2,Reader_3_4.csv
238,15,14,1,Reader_3_5.csv
238,13,12,1,Reader_3_6.csv
238,1,1,0,Reader_3_7.csv
239,9,7,2,Reader_1_1.csv
239,1,1,0,Reader_1_10.csv
239,4,2,2,Reader_1_11.csv
239,1,1,0,Reader_1_12.csv
239,4,2,2,Reader_1_2.csv
239,5,5,0,Reader_1_3.csv
239,0,0,0,Reader_1_4.csv
239,2,2,0,Reader_1_5.csv
239,4,3,1,Reader_1_6.csv
239,4,4,0,Reader_1_7.csv
239,1,1,0,Reader_1_8.csv
239,1,1,0,Reader_1_9.csv
239,0,0,0,Reader_2_1.csv
239,3,3,0,Reader_2_10.csv
239,0,0,0,Reader_2_11.csv
239,0,0,0,Reader_2_12.csv
239,1,1,0,Reader_2_2.csv
239,4,4,0,Reader_2_3.csv
239,1,0,1,Reader_2_4.csv
239,0,0,0,Reader_2_5.csv
239,1,1,0,Reader_2_6.csv
239,0,0,0,Reader_2_7.csv
239,0,0,0,Reader_2_8.csv
239,1,1,0,Reader_2_9.csv
239,41,35,6,reader_3_1.csv
239,22,17,5,Reader_3_2.csv
239,15,12,3,Reader_3_3.csv
239,15,12,3,Reader_3_4.csv
239,14,13,1,Reader_3_5.csv
239,13,12,1,Reader_3_6.csv
239,1,1,0,Reader_3_7.csv
240,12,9,3,Reader_1_1.csv
240,1,1,0,Reader_1_10.csv
240,4,1,3,Reader_1_11.csv
240,1,1,0,Reader_1_12.csv
240,4,2,2,Reader_1_2.csv
240,5,5,0,Reader_1_3.csv
240,0,0,0,Reader_1_4.csv
240,1,1,0,Reader_1_5.csv
240,2,1,1,Reader_1_6.csv
240,3,3,0,Reader_1_7.csv
240,1,1,0,Reader_1_8.csv
240,1,1,0,Reader_1_9.csv
240,0,0,0,Reader_2_1.csv
240,3,3,0,Reader_2_10.csv
240,0,0,0,Reader_2_11.csv
240,0,0,0,Reader_2_12.csv
240,1,1,0,Reader_2_2.csv
240,4,4,0,Reader_2_3.csv
240,1,0,1,Reader_2_4.csv
240,0,0,0,Reader_2_5.csv
240,1,1,0,Reader_2_6.csv
240,1,1,0,Reader_2_7.csv
240,0,0,0,Reader_2_8.csv
240,0,0,0,Reader_2_9.csv
240,44,36,8,reader_3_1.csv
240,21,17,4,Reader_3_2.csv
240,16,13,3,Reader_3_3.csv
240,16,13,3,Reader_3_4.csv
240,15,14,1,Reader_3_5.csv
240,12,11,1,Reader_3_6.csv
240,1,1,0,Reader_3_7.csv
241,10,8,2,Reader_1_1.csv
241,1,1,0,Reader_1_10.csv
241,5,2,3,Reader_1_11.csv
241,1,1,0,Reader_1_12.csv
241,2,0,2,Reader_1_2.csv
241,5,5,0,Reader_1_3.csv
241,0,0,0,Reader_1_4.csv
241,0,0,0,Reader_1_5.csv
241,4,3,1,Reader_1_6.csv
241,3,3,0,Reader_1_7.csv
241,1,1,0,Reader_1_8.csv
241,0,0,0,Reader_1_9.csv
241,0,0,0,Reader_2_1.csv
241,2,2,0,Reader_2_10.csv
241,0,0,0,Reader_2_11.csv
241,0,0,0,Reader_2_12.csv
241,0,0,0,Reader_2_2.csv
241,4,4,0,Reader_2_3.csv
241,1,0,1,Reader_2_4.csv
241,0,0,0,Reader_2_5.csv
241,2,2,0,Reader_2_6.csv
241,1,1,0,Reader_2_7.csv
241,1,1,0,Reader_2_8.csv
241,0,0,0,Reader_2_9.csv
241,48,38,10,reader_3_1.csv
241,16,13,3,Reader_3_2.csv
241,14,13,1,Reader_3_3.csv
241,14,13,1,Reader_3_4.csv
241,11,10,1,Reader_3_5.csv
241,10,9,1,Reader_3_6.csv
241,0,0,0,Reader_3_7.csv
242,8,6,2,Reader_1_1.csv
242,1,1,0,Reader_1_10.csv
242,4,2,2,Reader_1_11.csv
242,1,1,0,Reader_1_12.csv
242,2,0,2,Reader_1_2.csv
242,5,5,0,Reader_1_3.csv
242,0,0,0,Reader_1_4.csv
242,0,0,0,Reader_1_5.csv
242,5,4,1,Reader_1_6.csv
242,2,2,0,Reader_1_7.csv
242,1,1,0,Reader_1_8.csv
242,0,0,0,Reader_1_9.csv
242,0,0,0,Reader_2_1.csv
242,2,2,0,Reader_2_10.csv
242,0,0,0,Reader_2_11.csv
242,0,0,0,Reader_2_12.csv
242,0,0,0,Reader_2_2.csv
242,3,3,0,Reader_2_3.csv
242,0,0,0,Reader_2_4.csv
242,0,0,0,Reader_2_5.csv
242,2,2,0,Reader_2_6.csv
242,1,1,0,Reader_2_7.csv
242,1,1,0,Reader_2_8.csv
242,0,0,0,Reader_2_9.csv
242,49,37,12,reader_3_1.csv
242,15,12,3,Reader_3_2.csv
242,13,12,1,Reader_3_3.csv
242,13,12,1,Reader_3_4.csv
242,12,11,1,Reader_3_5.csv
242,10,9,1,Reader_3_6.csv
242,0,0,0,Reader_3_7.csv
243,9,6,3,Reader_1_1.csv
243,1,1,0,Reader_1_10.csv
243,4,2,2,Reader_1_11.csv
243,1,1,0,Reader_1_12.csv
243,4,2,2,Reader_1_2.csv
243,5,5,0,Reader_1_3.csv
243,0,0,0,Reader_1_4.csv
243,0,0,0,Reader_1_5.csv
243,5,5,0,Reader_1_6.csv
243,2,2,0,Reader_1_7.csv
243,0,0,0,Reader_1_8.csv
243,0,0,0,Reader_1_9.csv
243,0,0,0,Reader_2_1.csv
243,1,1,0,Reader_2_10.csv
243,0,0,0,Reader_2_11.csv
243,0,0,0,Reader_2_12.csv
243,0,0,0,Reader_2_2.csv
243,5,4,1,Reader_2_3.csv
243,0,0,0,Reader_2_4.csv
243,0,0,0,Reader_2_5.csv
243,3,3,0,Reader_2_6.csv
243,1,1,0,Reader_2_7.csv
243,1,1,0,Reader_2_8.csv
243,0,0,0,Reader_2_9.csv
243,49,36,13,reader_3_1.csv
243,14,11,3,Reader_3_2.csv
243,12,11,1,Reader_3_3.csv
243,12,11,1,Reader_3_4.csv
243,11,10,1,Reader_3_5.csv
243,10,9,1,Reader_3_6.csv
243,1,1,0,Reader_3_7.csv
244,8,6,2,Reader_1_1.csv
244,1,1,0,Reader_1_10.csv
244,4,2,2,Reader_1_11.csv
244,0,0,0,Reader_1_12.csv
244,3,2,1,Reader_1_2.csv
244,5,5,0,Reader_1_3.csv
244,0,0,0,Reader_1_4.csv
244,0,0,0,Reader_1_5.csv
244,5,5,0,Reader_1_6.csv
244,2,2,0,Reader_1_7.csv
244,0,0,0,Reader_1_8.csv
244,0,0,0,Reader_1_9.csv
244,0,0,0,Reader_2_1.csv
244,1,1,0,Reader_2_10.csv
244,0,0,0,Reader_2_11.csv
244,0,0,0,Reader_2_12.csv
244,0,0,0,Reader_2_2.csv
244,4,3,1,Reader_2_3.csv
244,0,0,0,Reader_2_4.csv
244,0,0,0,Reader_2_5.csv
244,3,3,0,Reader_2_6.csv
244,1,1,0,Reader_2_7.csv
244,1,1,0,Reader_2_8.csv
244,0,0,0,Reader_2_9.csv
244,48,34,14,reader_3_1.csv
244,15,13,2,Reader_3_2.csv
244,14,13,1,Reader_3_3.csv
244,14,13,1,Reader_3_4.csv
244,12,11,1,Reader_3_5.csv
244,8,8,0,Reader_3_6.csv
244,2,2,0,Reader_3_7.csv
245,8,6,2,Reader_1_1.csv
245,0,0,0,Reader_1_10.csv
245,4,2,2,Reader_1_11.csv
245,1,1,0,Reader_1_12.csv
245,3,2,1,Reader_1_2.csv
245,2,2,0,Reader_1_3.csv
245,0,0,0,Reader_1_4.csv
245,0,0,0,Reader_1_5.csv
245,5,5,0,Reader_1_6.csv
245,1,1,0,Reader_1_7.csv
245,0,0,0,Reader_1_8.csv
245,1,0,1,Reader_1_9.csv
245,0,0,0,Reader_2_1.csv
245,1,1,0,Reader_2_10.csv
245,0,0,0,Reader_2_11.csv
245,0,0,0,Reader_2_12.csv
245,0,0,0,Reader_2_2.csv
245,3,2,1,Reader_2_3.csv
245,0,0,0,Reader_2_4.csv
245,0,0,0,Reader_2_5.csv
245,3,3,0,Reader_2_6.csv
245,1,1,0,Reader_2_7.csv
245,1,1,0,Reader_2_8.csv
245,0,0,0,Reader_2_9.csv
245,41,29,12,reader_3_1.csv
245,15,13,2,Reader_3_2.csv
245,15,13,2,Reader_3_3.csv
245,15,13,2,Reader_3_4.csv
245,10,9,1,Reader_3_5.csv
245,9,9,0,Reader_3_6.csv
245,3,3,0,Reader_3_7.csv
246,6,4,2,Reader_1_1.csv
246,0,0,0,Reader_1_10.csv
246,3,2,1,Reader_1_11.csv
246,1,1,0,Reader_1_12.csv
246,2,2,0,Reader_1_2.csv
246,2,2,0,Reader_1_3.csv
246,0,0,0,Reader_1_4.csv
246,0,0,0,Reader_1_5.csv
246,6,6,0,Reader_1_6.csv
246,1,1,0,Reader_1_7.csv
246,0,0,0,Reader_1_8.csv
246,1,0,1,Reader_1_9.csv
246,0,0,0,Reader_2_1.csv
246,0,0,0,Reader_2_10.csv
246,0,0,0,Reader_2_11.csv
246,0,0,0,Reader_2_12.csv
246,0,0,0,Reader_2_2.csv
246,3,2,1,Reader_2_3.csv
246,0,0,0,Reader_2_4.csv
246,0,0,0,Reader_2_5.csv
246,2,2,0,Reader_2_6.csv
246,1,1,0,Reader_2_7.csv
246,1,1,0,Reader_2_8.csv
246,0,0,0,Reader_2_9.csv
246,39,25,14,reader_3_1.csv
246,13,12,1,Reader_3_2.csv
246,17,15,2,Reader_3_3.csv
246,17,15,2,Reader_3_4.csv
246,13,13,0,Reader_3_5.csv
246,10,10,0,Reader_3_6.csv
246,3,3,0,Reader_3_7.csv
247,9,6,3,Reader_1_1.csv
247,0,0,0,Reader_1_10.csv
247,3,2,1,Reader_1_11.csv
247,2,2,0,Reader_1_12.csv
247,2,2,0,Reader_1_2.csv
247,1,1,0,Reader_1_3.csv
247,0,0,0,Reader_1_4.csv
247,0,0,0,Reader_1_5.csv
247,8,8,0,Reader_1_6.csv
247,1,1,0,Reader_1_7.csv
247,0,0,0,Reader_1_8.csv
247,1,0,1,Reader_1_9.csv
247,0,0,0,Reader_2_1.csv
247,0,0,0,Reader_2_10.csv
247,0,0,0,Reader_2_11.csv
247,0,0,0,Reader_2_12.csv
247,1,1,0,Reader_2_2.csv
247,4,3,1,Reader_2_3.csv
247,0,0,0,Reader_2_4.csv
247,0,0,0,Reader_2_5.csv
247,3,2,1,Reader_2_6.csv
247,1,1,0,Reader_2_7.csv
247,1,1,0,Reader_2_8.csv
247,0,0,0,Reader_2_9.csv
247,41,26,15,reader_3_1.csv
247,13,11,2,Reader_3_2.csv
247,15,14,1,Reader_3_3.csv
247,15,14,1,Reader_3_4.csv
247,16,16,0,Reader_3_5.csv
247,11,11,0,Reader_3_6.csv
247,4,4,0,Reader_3_7.csv
248,7,4,3,Reader_1_1.csv
248,0,0,0,Reader_1_10.csv
248,2,2,0,Reader_1_11.csv
248,4,3,1,Reader_1_12.csv
248,3,3,0,Reader_1_2.csv
248,1,1,0,Reader_1_3.csv
248,0,0,0,Reader_1_4.csv
248,0,0,0,Reader_1_5.csv
248,8,8,0,Reader_1_6.csv
248,1,1,0,Reader_1_7.csv
248,0,0,0,Reader_1_8.csv
248,1,0,1,Reader_1_9.csv
248,0,0,0,Reader_2_1.csv
248,0,0,0,Reader_2_10.csv
248,0,0,0,Reader_2_11.csv
248,0,0,0,Reader_2_12.csv
248,1,1,0,Reader_2_2.csv
248,4,3,1,Reader_2_3.csv
248,0,0,0,Reader_2_4.csv
248,0,0,0,Reader_2_5.csv
248,3,2,1,Reader_2_6.csv
248,0,0,0,Reader_2_7.csv
248,1,1,0,Reader_2_8.csv
248,0,0,0,Reader_2_9.csv
248,34,22,12,reader_3_1.csv
248,13,12,1,Reader_3_2.csv
248,15,14,1,Reader_3_3.csv
248,15,14,1,Reader_3_4.csv
248,12,12,0,Reader_3_5.csv
248,12,12,0,Reader_3_6.csv
248,4,4,0,Reader_3_7.csv
249,8,5,3,Reader_1_1.csv
249,0,0,0,Reader_1_10.csv
249,2,2,0,Reader_1_11.csv
249,5,4,1,Reader_1_12.csv
249,4,4,0,Reader_1_2.csv
249,1,1,0,Reader_1_3.csv
249,0,0,0,Reader_1_4.csv
249,0,0,0,Reader_1_5.csv
249,6,6,0,Reader_1_6.csv
249,0,0,0,Reader_1_7.csv
249,0,0,0,Reader_1_8.csv
249,1,0,1,Reader_1_9.csv
249,0,0,0,Reader_2_1.csv
249,1,1,0,Reader_2_10.csv
249,0,0,0,Reader_2_11.csv
249,0,0,0,Reader_2_12.csv
249,1,1,0,Reader_2_2.csv
249,4,3,1,Reader_2_3.csv
249,0,0,0,Reader_2_4.csv
249,0,0,0,Reader_2_5.csv
249,2,1,1,Reader_2_6.csv
249,0,0,0,Reader_2_7.csv
249,0,0,0,Reader_2_8.csv
249,1,1,0,Reader_2_9.csv
249,31,20,11,reader_3_1.csv
249,14,13,1,Reader_3_2.csv
249,15,14,1,Reader_3_3.csv
249,15,14,1,Reader_3_4.csv
249,13,13,0,Reader_3_5.csv
249,12,12,0,Reader_3_6.csv
249,4,4,0,Reader_3_7.csv
250,9,6,3,Reader_1_1.csv
250,0,0,0,Reader_1_10.csv
250,2,2,0,Reader_1_11.csv
250,5,4,1,Reader_1_12.csv
250,5,5,0,Reader_1_2.csv
250,2,2,0,Reader_1_3.csv
250,0,0,0,Reader_1_4.csv
250,1,1,0,Reader_1_5.csv
250,5,5,0,Reader_1_6.csv
250,0,0,0,Reader_1_7.csv
250,0,0,0,Reader_1_8.csv
250,1,0,1,Reader_1_9.csv
250,0,0,0,Reader_2_1.csv
250,2,1,1,Reader_2_10.csv
250,0,0,0,Reader_2_11.csv
250,0,0,0,Reader_2_12.csv
250,1,1,0,Reader_2_2.csv
250,4,3,1,Reader_2_3.csv
250,0,0,0,Reader_2_4.csv
250,0,0,0,Reader_2_5.csv
250,2,1,1,Reader_2_6.csv
250,0,0,0,Reader_2_7.csv
250,0,0,0,Reader_2_8.csv
250,1,1,0,Reader_2_9.csv
250,30,19,11,reader_3_1.csv
250,14,12,2,Reader_3_2.csv
250,17,16,1,Reader_3_3.csv
250,17,16,1,Reader_3_4.csv
250,13,13,0,Reader_3_5.csv
250,13,13,0,Reader_3_6.csv
250,5,5,0,Reader_3_7.csv
251,9,6,3,Reader_1_1.csv
251,0,0,0,Reader_1_10.csv
251,4,3,1,Reader_1_11.csv
251,5,4,1,Reader_1_12.csv
251,3,3,0,Reader_1_2.csv
251,2,2,0,Reader_1_3.csv
251,0,0,0,Reader_1_4.csv
251,2,2,0,Reader_1_5.csv
251,4,4,0,Reader_1_6.csv
251,0,0,0,Reader_1_7.csv
251,0,0,0,Reader_1_8.csv
251,3,2,1,Reader_1_9.csv
251,3,3,0,Reader_2_1.csv
251,2,1,1,Reader_2_10.csv
251,0,0,0,Reader_2_11.csv
251,1,0,1,Reader_2_12.csv
251,1,1,0,Reader_2_2.csv
251,3,2,1,Reader_2_3.csv
251,0,0,0,Reader_2_4.csv
251,0,0,0,Reader_2_5.csv
251,1,0,1,Reader_2_6.csv
251,0,0,0,Reader_2_7.csv
251,0,0,0,Reader_2_8.csv
251,1,1,0,Reader_2_9.csv
251,30,20,10,reader_3_1.csv
251,14,11,3,Reader_3_2.csv
251,17,16,1,Reader_3_3.csv
251,17,16,1,Reader_3_4.csv
251,13,13,0,Reader_3_5.csv
251,15,15,0,Reader_3_6.csv
251,4,4,0,Reader_3_7.csv
252,9,5,4,Reader_1_1.csv
252,0,0,0,Reader_1_10.csv
252,4,3,1,Reader_1_11.csv
252,5,4,1,Reader_1_12.csv
252,3,3,0,Reader_1_2.csv
252,2,2,0,Reader_1_3.csv
252,0,0,0,Reader_1_4.csv
252,2,2,0,Reader_1_5.csv
252,4,4,0,Reader_1_6.csv
252,0,0,0,Reader_1_7.csv
252,0,0,0,Reader_1_8.csv
252,3,2,1,Reader_1_9.csv
252,3,3,0,Reader_2_1.csv
252,2,1,1,Reader_2_10.csv
252,0,0,0,Reader_2_11.csv
252,1,0,1,Reader_2_12.csv
252,1,1,0,Reader_2_2.csv
252,3,2,1,Reader_2_3.csv
252,0,0,0,Reader_2_4.csv
252,0,0,0,Reader_2_5.csv
252,1,0,1,Reader_2_6.csv
252,0,0,0,Reader_2_7.csv
252,0,0,0,Reader_2_8.csv
252,1,1,0,Reader_2_9.csv
252,29,20,9,reader_3_1.csv
252,12,9,3,Reader_3_2.csv
252,15,14,1,Reader_3_3.csv
252,15,14,1,Reader_3_4.csv
252,14,14,0,Reader_3_5.csv
252,15,15,0,Reader_3_6.csv
252,3,3,0,Reader_3_7.csv
253,11,6,5,Reader_1_1.csv
253,0,0,0,Reader_1_10.csv
253,4,3,1,Reader_1_11.csv
253,5,3,2,Reader_1_12.csv
253,3,3,0,Reader_1_2.csv
253,2,2,0,Reader_1_3.csv
253,0,0,0,Reader_1_4.csv
253,2,2,0,Reader_1_5.csv
253,4,4,0,Reader_1_6.csv
253,0,0,0,Reader_1_7.csv
253,1,1,0,Reader_1_8.csv
253,2,2,0,Reader_1_9.csv
253,4,4,0,Reader_2_1.csv
253,2,1,1,Reader_2_10.csv
253,0,0,0,Reader_2_11.csv
253,1,0,1,Reader_2_12.csv
253,1,1,0,Reader_2_2.csv
253,3,2,1,Reader_2_3.csv
253,0,0,0,Reader_2_4.csv
253,0,0,0,Reader_2_5.csv
253,1,0,1,Reader_2_6.csv
253,0,0,0,Reader_2_7.csv
253,0,0,0,Reader_2_8.csv
253,1,1,0,Reader_2_9.csv
253,26,17,9,reader_3_1.csv
253,13,10,3,Reader_3_2.csv
253,13,13,0,Reader_3_3.csv
253,13,13,0,Reader_3_4.csv
253,15,15,0,Reader_3_5.csv
253,14,13,1,Reader_3_6.csv
253,2,2,0,Reader_3_7.csv
254,11,6,5,Reader_1_1.csv
254,0,0,0,Reader_1_10.csv
254,5,4,1,Reader_1_11.csv
254,5,3,2,Reader_1_12.csv
254,4,4,0,Reader_1_2.csv
254,2,2,0,Reader_1_3.csv
254,0,0,0,Reader_1_4.csv
254,2,2,0,Reader_1_5.csv
254,3,3,0,Reader_1_6.csv
254,0,0,0,Reader_1_7.csv
254,1,1,0,Reader_1_8.csv
254,2,2,0,Reader_1_9.csv
254,4,4,0,Reader_2_1.csv
254,2,1,1,Reader_2_10.csv
254,0,0,0,Reader_2_11.csv
254,1,0,1,Reader_2_12.csv
254,1,1,0,Reader_2_2.csv
254,4,3,1,Reader_2_3.csv
254,0,0,0,Reader_2_4.csv
254,0,0,0,Reader_2_5.csv
254,1,0,1,Reader_2_6.csv
254,0,0,0,Reader_2_7.csv
254,0,0,0,Reader_2_8.csv
254,2,2,0,Reader_2_9.csv
254,25,19,6,reader_3_1.csv
254,13,10,3,Reader_3_2.csv
254,13,12,1,Reader_3_3.csv
254,13,12,1,Reader_3_4.csv
254,11,11,0,Reader_3_5.csv
254,13,12,1,Reader_3_6.csv
254,2,2,0,Reader_3_7.csv
255,8,4,4,Reader_1_1.csv
255,0,0,0,Reader_1_10.csv
255,6,5,1,Reader_1_11.csv
255,5,3,2,Reader_1_12.csv
255,4,4,0,Reader_1_2.csv
255,2,2,0,Reader_1_3.csv
255,0,0,0,Reader_1_4.csv
255,2,2,0,Reader_1_5.csv
255,2,2,0,Reader_1_6.csv
255,0,0,0,Reader_1_7.csv
255,1,1,0,Reader_1_8.csv
255,2,2,0,Reader_1_9.csv
255,5,5,0,Reader_2_1.csv
255,2,1,1,Reader_2_10.csv
255,0,0,0,Reader_2_11.csv
255,2,1,1,Reader_2_12.csv
255,0,0,0,Reader_2_2.csv
255,4,3,1,Reader_2_3.csv
255,0,0,0,Reader_2_4.csv
255,0,0,0,Reader_2_5.csv
255,0,0,0,Reader_2_6.csv
255,0,0,0,Reader_2_7.csv
255,0,0,0,Reader_2_8.csv
255,2,2,0,Reader_2_9.csv
255,24,18,6,reader_3_1.csv
255,11,9,2,Reader_3_2.csv
255,13,12,1,Reader_3_3.csv
255,13,12,1,Reader_3_4.csv
255,10,10,0,Reader_3_5.csv
255,10,9,1,Reader_3_6.csv
255,1,1,0,Reader_3_7.csv
256,7,4,3,Reader_1_1.csv
256,0,0,0,Reader_1_10.csv
256,6,5,1,Reader_1_11.csv
256,4,2,2,Reader_1_12.csv
256,3,3,0,Reader_1_2.csv
256,2,2,0,Reader_1_3.csv
256,0,0,0,Reader_1_4.csv
256,3,3,0,Reader_1_5.csv
256,1,1,0,Reader_1_6.csv
256,0,0,0,Reader_1_7.csv
256,1,1,0,Reader_1_8.csv
256,2,2,0,Reader_1_9.csv
256,5,5,0,Reader_2_1.csv
256,2,1,1,Reader_2_10.csv
256,0,0,0,Reader_2_11.csv
256,3,2,1,Reader_2_12.csv
256,0,0,0,Reader_2_2.csv
256,4,3,1,Reader_2_3.csv
256,0,0,0,Reader_2_4.csv
256,0,0,0,Reader_2_5.csv
256,0,0,0,Reader_2_6.csv
256,0,0,0,Reader_2_7.csv
256,0,0,0,Reader_2_8.csv
256,2,2,0,Reader_2_9.csv
256,26,20,6,reader_3_1.csv
256,11,9,2,Reader_3_2.csv
256,11,9,2,Reader_3_3.csv
256,11,9,2,Reader_3_4.csv
256,10,10,0,Reader_3_5.csv
256,9,8,1,Reader_3_6.csv
256,1,1,0,Reader_3_7.csv
257,7,3,4,Reader_1_1.csv
257,0,0,0,Reader_1_10.csv
257,5,4,1,Reader_1_11.csv
257,3,1,2,Reader_1_12.csv
257,3,3,0,Reader_1_2.csv
257,4,3,1,Reader_1_3.csv
257,0,0,0,Reader_1_4.csv
257,3,3,0,Reader_1_5.csv
257,1,1,0,Reader_1_6.csv
257,0,0,0,Reader_1_7.csv
257,1,1,0,Reader_1_8.csv
257,2,2,0,Reader_1_9.csv
257,8,8,0,Reader_2_1.csv
257,1,0,1,Reader_2_10.csv
257,0,0,0,Reader_2_11.csv
257,4,3,1,Reader_2_12.csv
257,0,0,0,Reader_2_2.csv
257,4,3,1,Reader_2_3.csv
257,0,0,0,Reader_2_4.csv
257,0,0,0,Reader_2_5.csv
257,0,0,0,Reader_2_6.csv
257,0,0,0,Reader_2_7.csv
257,0,0,0,Reader_2_8.csv
257,1,1,0,Reader_2_9.csv
257,25,20,5,reader_3_1.csv
257,12,10,2,Reader_3_2.csv
257,13,11,2,Reader_3_3.csv
257,13,11,2,Reader_3_4.csv
257,10,10,0,Reader_3_5.csv
257,9,8,1,Reader_3_6.csv
257,1,1,0,Reader_3_7.csv
258,9,5,4,Reader_1_1.csv
258,0,0,0,Reader_1_10.csv
258,5,4,1,Reader_1_11.csv
258,3,1,2,Reader_1_12.csv
258,2,2,0,Reader_1_2.csv
258,3,2,1,Reader_1_3.csv
258,0,0,0,Reader_1_4.csv
258,2,2,0,Reader_1_5.csv
258,1,1,0,Reader_1_6.csv
258,0,0,0,Reader_1_7.csv
258,1,1,0,Reader_1_8.csv
258,2,2,0,Reader_1_9.csv
