Comment,feeling,TimeStamp,UID,Url
"人格魅力",0.9603694629075045,3596.49700,7da68178,https://comment.bilibili.com/494396836.xml
"哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈",0.9999795453541642,3314.14200,400a9dba,https://comment.bilibili.com/494396836.xml
"居然“作捐”回应，好可爱",0.8735697120601286,3553.53100,f29fbb31,https://comment.bilibili.com/494396836.xml
"哈哈哈哈哈哈",0.9751349273004098,3321.79400,ab074276,https://comment.bilibili.com/494396836.xml
"好可爱",0.8789676580241895,3320.14200,7e0ce2f6,https://comment.bilibili.com/494396836.xml
"是真年轻",0.8557896479977388,1665.28600,3fdc6770,https://comment.bilibili.com/494396836.xml
"董卿好温柔",0.8902291845219522,387.16800,8b86b41c,https://comment.bilibili.com/494396836.xml
"霸占整集屏幕",0.503417046478519,326.97900,91d84ce4,https://comment.bilibili.com/494396836.xml
"再生父母",0.8385919939900276,2385.67500,dd314c3,https://comment.bilibili.com/494396836.xml
"认真的人都好帅",0.5691507600506289,1681.65000,40a1cb1c,https://comment.bilibili.com/494396836.xml
"这么温柔的医生太不多见了",0.5082387336290989,2089.39900,c0a0236b,https://comment.bilibili.com/494396836.xml
"场景不错！",0.9297332753043718,1450.99600,70fda2b8,https://comment.bilibili.com/494396836.xml
"好和蔼的爷爷，要一直长寿！！",0.9043450577384803,1351.28400,70fda2b8,https://comment.bilibili.com/494396836.xml
"好帅的嘞！！",0.8963522345811327,600.04500,70fda2b8,https://comment.bilibili.com/494396836.xml
"主任好温柔",0.9864844784370367,1841.15400,72102b82,https://comment.bilibili.com/494396836.xml
"妈妈好漂亮",0.988110391426396,1221.78300,72102b82,https://comment.bilibili.com/494396836.xml
"郑小瑛也九十多了还指挥",0.37413843483805076,421.74100,677a68e,https://comment.bilibili.com/494396836.xml
"卧槽卧槽卧槽",0.44767845850986676,2265.69300,74ef42ab,https://comment.bilibili.com/494396836.xml
"我感觉还是之前的，在房间里比较好，感觉一对一会聊天会舒适一点，更有交心的感觉",0.6953496937303392,523.26900,a37729a1,https://comment.bilibili.com/494396836.xml
"谦谦君子，温润如玉",0.9994294187589865,2455.80500,63c40cf9,https://comment.bilibili.com/494396836.xml
"美育对人民来说真的很重要",0.9292087095401074,1059.41200,b1975183,https://comment.bilibili.com/494396836.xml
"我太喜欢这首了",0.6388824297326179,3650.34800,374c3957,https://comment.bilibili.com/494396836.xml
"坚定地眼神 真的有光",0.7516788520093485,1567.37100,374c3957,https://comment.bilibili.com/494396836.xml
"音乐的力量呀！愿可以帮助更多的人",0.9817910574125047,1309.72500,374c3957,https://comment.bilibili.com/494396836.xml
"望尘莫及",0.7499999999999999,1060.89000,374c3957,https://comment.bilibili.com/494396836.xml
"我的天啊什么境界？",0.49015990847268975,1042.75200,374c3957,https://comment.bilibili.com/494396836.xml
"我们去朗读啊qwq",0.30965018751533935,4053.83900,be2a7a89,https://comment.bilibili.com/494396836.xml
"考研真不及这万分之一，加油，考研人",0.9944094798458442,1803.85500,81884e57,https://comment.bilibili.com/494396836.xml
"大理人好激动",0.4317788432221328,2710.18200,7e2ee99e,https://comment.bilibili.com/494396836.xml
"曹鹏（指挥家）",0.6184777508821596,355.52600,65b1f2f5,https://comment.bilibili.com/494396836.xml
"充满热情！！！",0.6802525543905743,537.11300,65b1f2f5,https://comment.bilibili.com/494396836.xml
"今年年初我也签了器官捐献的志愿协议！",0.3694407910845422,2263.37900,3a6fb4b0,https://comment.bilibili.com/494396836.xml
"突然想到了小欢喜那句 我的爱属于你而你属于明天",0.5329665802481276,2792.42500,9e509ad3,https://comment.bilibili.com/494396836.xml
"突然感觉人体也很神奇，为了好好活着都在努力",0.9915342365652743,2251.00200,9e509ad3,https://comment.bilibili.com/494396836.xml
"哇，很有气质诶",0.5937328553624126,368.32200,9e509ad3,https://comment.bilibili.com/494396836.xml
"好温柔好坚定好努力的人  我也要好好向着梦想前进！",0.9987848628663195,1847.00400,c1aab8a7,https://comment.bilibili.com/494396836.xml
"主持人这个西装太美了",0.9223334518051421,1234.78200,f3a92c00,https://comment.bilibili.com/494396836.xml
"嘎嘎好看",0.9172726556958709,12.23900,15808c8c,https://comment.bilibili.com/494396836.xml
"我以为会是 江城子！气度！",0.5734297814524598,3643.80500,ee6cc695,https://comment.bilibili.com/494396836.xml
"胡浩权好帅",0.12227690871766483,1455.20100,3d3d4284,https://comment.bilibili.com/494396836.xml
"陶伟韬好帅",0.5486976325915107,1452.46000,3d3d4284,https://comment.bilibili.com/494396836.xml
"陶伟韬真帅",0.5486976325915107,894.24300,3d3d4284,https://comment.bilibili.com/494396836.xml
"陶伟韬好帅",0.5486976325915107,825.93700,3d3d4284,https://comment.bilibili.com/494396836.xml
"我的天，找了半个地球啊",0.7485057453849346,3161.30400,9e44c614,https://comment.bilibili.com/494396836.xml
"如此人格下 待遇不值一提 再多我也觉得不够",0.12629455637391296,2587.90100,93bc35f3,https://comment.bilibili.com/494396836.xml
"当年央视播过一部剧《白求恩》可以看看",0.7606852031294978,2605.99100,9e44c614,https://comment.bilibili.com/494396836.xml
"那可不是吗，再生父母",0.757182882557782,2399.62000,9e44c614,https://comment.bilibili.com/494396836.xml
"这个已经非常高了",0.6582579723940979,2142.51200,9e44c614,https://comment.bilibili.com/494396836.xml
"指挥是乐团的中枢",0.21270991843231468,668.33100,9e44c614,https://comment.bilibili.com/494396836.xml
"超级喜欢这首词！",0.8588102227309196,3638.98900,7dc75984,https://comment.bilibili.com/494396836.xml
"配得上全体起立 致敬",0.720387826752292,2520.57100,91173e72,https://comment.bilibili.com/494396836.xml
"天啊  像60多",0.06638856388015812,414.53900,91173e72,https://comment.bilibili.com/494396836.xml
"现在是2022年4月7日，就想请问一下，后边那几期什么时候播？让人等太久了吧！",0.01171417916492068,5.43900,b5bb51b3,https://comment.bilibili.com/494396836.xml
