Comment,feeling,TimeStamp,UID,Url
"看！老舍也想有猫",0.5537472880815125,2933.02800,3f8e175f,https://comment.bilibili.com/373212491.xml
"考完研一定看一遍！",0.9959654617524315,28.90600,9c9fccff,https://comment.bilibili.com/373212491.xml
"宋丹丹再见了三年的爱情",0.9877421391285782,286.26800,ea8b5870,https://comment.bilibili.com/373212491.xml
"他们的眼中有泪有光",0.3853115807401528,1533.36700,fc523740,https://comment.bilibili.com/373212491.xml
"董卿好温柔",0.8902291845219522,1393.32700,fc523740,https://comment.bilibili.com/373212491.xml
"宝宝！！",0.5361160421187515,310.80100,99fa2710,https://comment.bilibili.com/373212491.xml
"完全是桑桑和桑乔",0.9440065220080354,2057.31600,d19e4a9,https://comment.bilibili.com/373212491.xml
"翻译的太好了，表演者也很棒",0.8914721576623409,1594.10900,54f65343,https://comment.bilibili.com/373212491.xml
"好优美的文字",0.951975057773489,4827.96500,62d745ea,https://comment.bilibili.com/373212491.xml
"我，堂吉诃德音乐剧很好看的，可以买票去看呀",0.5481880297067111,1616.08800,944c3ed1,https://comment.bilibili.com/373212491.xml
"卿卿好漂亮",0.9950130498481772,1085.35100,33354c52,https://comment.bilibili.com/373212491.xml
"The rain 背景音乐好喜欢",0.8916246916970699,2433.46300,db21a045,https://comment.bilibili.com/373212491.xml
"士兵突击的插曲！",0.1264385862209867,2430.65200,c616d2f1,https://comment.bilibili.com/373212491.xml
"卧槽，这大眼睛，哈哈哈哈哈",0.8759397812282056,476.84500,69d197ac,https://comment.bilibili.com/373212491.xml
"都好优秀啊",0.9272138445109972,1731.25700,13121c36,https://comment.bilibili.com/373212491.xml
"男主角 太优秀了",0.9276329036088976,1691.28600,13121c36,https://comment.bilibili.com/373212491.xml
"卿卿在擦眼泪",0.9712518756982029,3638.84700,bc52f21d,https://comment.bilibili.com/373212491.xml
"好正呀",0.7419044727949746,1491.94400,b8053c03,https://comment.bilibili.com/373212491.xml
"真的超爱草房子",0.9498099714886059,1827.15200,c38b454d,https://comment.bilibili.com/373212491.xml
