Comment,feeling,TimeStamp,UID,Url
"前面哒 是 为中华之崛起而读书",0.9196044192569733,4818.33400,9cc6e53d,https://comment.bilibili.com/373213922.xml
"两个散发魅力的仙子",0.6566086127573058,3686.37900,9cc6e53d,https://comment.bilibili.com/373213922.xml
"啊 舅舅！",0.5,281.29800,130f68d7,https://comment.bilibili.com/373213922.xml
"小学时候学过，印象深刻，我还记得",0.9955823063653862,1381.74700,6725c669,https://comment.bilibili.com/373213922.xml
"我居然还记得自己学过这篇文章",0.8333893784140914,1549.21900,e92eda4a,https://comment.bilibili.com/373213922.xml
"吃煎饼",0.24439397287838172,474.65100,d3963d17,https://comment.bilibili.com/373213922.xml
"声音好好听",0.29570520645409126,3771.12500,db792e90,https://comment.bilibili.com/373213922.xml
"哈哈哈 潘老好可爱",0.968331703630802,4348.79700,c6043954,https://comment.bilibili.com/373213922.xml
"现在他们有了第三个宝宝",0.33673271240039704,2329.33500,b6d0a7ed,https://comment.bilibili.com/373213922.xml
"人世间的还原",0.91156118477079,1034.87800,b6d0a7ed,https://comment.bilibili.com/373213922.xml
"救命，好有爱啊",0.9483749827452534,2173.38500,b4990a39,https://comment.bilibili.com/373213922.xml
"哈哈哈打卡",0.855948838728563,904.45300,dc368db3,https://comment.bilibili.com/373213922.xml
"好帅！好有爱！好感性！",0.9770465235440562,3657.46300,b513d639,https://comment.bilibili.com/373213922.xml
"哈哈哈哈哈哈哈哈哈哈哈好可爱",0.9993440806304765,2337.59600,f6c50238,https://comment.bilibili.com/373213922.xml
"这句话说的太好了",0.34209497580320936,918.74600,d01c74d5,https://comment.bilibili.com/373213922.xml
"董卿太会说啦！！",0.10843283488821831,4767.22200,37ddae7c,https://comment.bilibili.com/373213922.xml
"虽然我不太喜欢男主外女主内的思想 但这样的爱情真的太好",0.9534963994764252,4615.34600,37ddae7c,https://comment.bilibili.com/373213922.xml
"哎呀 好可爱~",0.8789676580241895,4347.99100,37ddae7c,https://comment.bilibili.com/373213922.xml
"状元...",0.6648930620428365,4209.64100,37ddae7c,https://comment.bilibili.com/373213922.xml
"一看就是演员！太喜欢了！！！！！",0.7049282416141167,3809.07800,37ddae7c,https://comment.bilibili.com/373213922.xml
"笑起来好爽朗好可爱",0.9895029774827244,3579.44400,37ddae7c,https://comment.bilibili.com/373213922.xml
"我觉得这才是真正的演员",0.8952957004779573,3464.24900,37ddae7c,https://comment.bilibili.com/373213922.xml
"好温柔好帅！！！！",0.6850259369808368,3343.48800,37ddae7c,https://comment.bilibili.com/373213922.xml
"介个就是爱情!",0.8665780620460153,2059.10300,37ddae7c,https://comment.bilibili.com/373213922.xml
"这个时代下 想安静的读书太难了 感谢这个节目构建了我的精神世界",0.9931005664602608,1699.58700,37ddae7c,https://comment.bilibili.com/373213922.xml
"天天爆哭┭┮﹏┭┮",0.5593808630985071,1607.48000,37ddae7c,https://comment.bilibili.com/373213922.xml
"对不起 已经开始想哭了",0.465900912789311,174.63400,37ddae7c,https://comment.bilibili.com/373213922.xml
"朗读的好有代入感",0.6255740489814107,1438.61400,543302f2,https://comment.bilibili.com/373213922.xml
"哇！这是小学课本里的啊  印象很深刻的一篇文章，居然是梁先生的。长大后很喜欢人世间，很奇妙的感觉",0.9999901856487677,1386.38700,c98995cb,https://comment.bilibili.com/373213922.xml
"毕飞宇很爱很爱他的爸爸，虽然他说他不会表达爱",0.9808571899798196,3017.56200,1903976c,https://comment.bilibili.com/373213922.xml
"这告诉我们，想到了就马上去做",0.5987947206805904,446.14100,95555c51,https://comment.bilibili.com/373213922.xml
"他爸听了心里发慌",0.7348169110470629,2590.32700,3b7c8ee2,https://comment.bilibili.com/373213922.xml
"《我下过的一盘大棋》",0.42347533749321475,2428.66900,b4a83e2f,https://comment.bilibili.com/373213922.xml
"这是最有力量的一次朗读",0.8957617289209504,5007.48400,7999dcd2,https://comment.bilibili.com/373213922.xml
"备考一年还好有猫治愈了我",0.6498482427484527,3474.54000,eb82d1e2,https://comment.bilibili.com/373213922.xml
"董卿老师眼里有泪光",0.9677483727953444,2750.77700,ff436c81,https://comment.bilibili.com/373213922.xml
"感觉是高质量的一场交流，需细细品",0.9883376363096212,2.91200,f9de5bb7,https://comment.bilibili.com/373213922.xml
"下周回去给孩子们看看这个片段",0.9328325264549825,1549.33000,b20daa71,https://comment.bilibili.com/373213922.xml
"我感觉这是最有力量的一次朗读",0.9037678426496839,4959.36900,380db084,https://comment.bilibili.com/373213922.xml
"毕老师还是很特立独行的，要把董卿给整不会了。",0.9483039059079316,2860.09200,a352228e,https://comment.bilibili.com/373213922.xml
"这小屁孩：我不！我要变奥特曼！我要当太空人！",0.17286604692262242,1935.50600,a352228e,https://comment.bilibili.com/373213922.xml
"这到底经历了多少事情才能写出这么深刻的话",0.8246783415297818,3178.93400,d6c1a2e8,https://comment.bilibili.com/373213922.xml
