Comment,feeling,TimeStamp,UID,Url
"哈哈哈 不经意地凡尔赛",0.8315668582334936,4412.15700,85bd89dc,https://comment.bilibili.com/373232278.xml
"太狠心了吧 读的超有感觉",0.9183128011169888,4162.64200,85bd89dc,https://comment.bilibili.com/373232278.xml
"书里的人",0.6585981733549442,2159.07700,5605a7e1,https://comment.bilibili.com/373232278.xml
"太好听了吧",0.1908884232601349,557.27300,89e9c455,https://comment.bilibili.com/373232278.xml
"在哪里看几人共同观看  我这四个角都没有",0.7347361611686161,1106.33000,bfb07f63,https://comment.bilibili.com/373232278.xml
"期待!",0.6889632107023416,1004.55100,15112d3c,https://comment.bilibili.com/373232278.xml
"二两酒",0.4613523955195139,211.15100,2473c7c6,https://comment.bilibili.com/373232278.xml
"灵魂拷问",0.890142453148024,3183.62300,3b7c8ee2,https://comment.bilibili.com/373232278.xml
"写的太好了。",0.4705418963889624,3789.64000,364730af,https://comment.bilibili.com/373232278.xml
"背下来了啊",0.536,1988.41000,91a37332,https://comment.bilibili.com/373232278.xml
"感谢没有剪掉，音乐无罪",0.6392055393200332,479.09400,843996ed,https://comment.bilibili.com/373232278.xml
"求同款",0.3476121197373623,2475.35500,bc52f21d,https://comment.bilibili.com/373232278.xml
"二两叔",0.8917831040805535,244.20300,421e6f4,https://comment.bilibili.com/373232278.xml
"因为一个人，困在一座城",0.7191343599520167,454.77800,6ce6072,https://comment.bilibili.com/373232278.xml
"这个朗读的真的好！",0.9818134201967061,1163.58500,a94f0827,https://comment.bilibili.com/373232278.xml
"哭死了，我卿太会说了",0.24367075760768442,4174.18400,6ef6a192,https://comment.bilibili.com/373232278.xml
"边城",0.7499999999999999,3902.31600,4f608807,https://comment.bilibili.com/373232278.xml
"暴雨怎么办",0.5824924784340949,2274.71300,4f608807,https://comment.bilibili.com/373232278.xml
"哈哈哈高手过招招招制敌",0.04351330576755985,3373.54600,3e391812,https://comment.bilibili.com/373232278.xml
"我想留在北京，希望梦想成真",0.5038681492554129,1059.03300,a6ed2972,https://comment.bilibili.com/373232278.xml
"骠骑大将军",0.7437771176516619,478.30400,87d83d60,https://comment.bilibili.com/373232278.xml
"太感谢了 现在这么方便",0.5136277748640415,1818.95200,56c8f3db,https://comment.bilibili.com/373232278.xml
"我来啦！",0.5262327818078083,13.19900,38aa39bb,https://comment.bilibili.com/373232278.xml
"四个人啦",0.5782747603833864,1108.79000,f0bafb05,https://comment.bilibili.com/373232278.xml
"卿姐太会了",0.70364935331765,3242.54600,f2a28183,https://comment.bilibili.com/373232278.xml
"我说怎么看这名字这么眼熟，原来学过《寒风吹彻》，这篇真是印象深刻",0.988703154760484,2515.11100,636f233,https://comment.bilibili.com/373232278.xml
"有种苏轼的豁达",0.9979549429705944,4663.35100,b0a3363c,https://comment.bilibili.com/373232278.xml
"撕心裂地",0.8020330678228416,1289.89200,d498e5a2,https://comment.bilibili.com/373232278.xml
"好想在这里加一段非诚勿扰主题曲",0.9753250287190067,2904.08200,61c77bd0,https://comment.bilibili.com/373232278.xml
"卿宝你太损了～～～",0.7753907936257818,3313.84200,2c11a591,https://comment.bilibili.com/373232278.xml
"老师眼里有泪光",0.9708702027755033,1243.41000,d5c3c0d,https://comment.bilibili.com/373232278.xml
"七个人看",0.763824770663216,1147.75000,d498e5a2,https://comment.bilibili.com/373232278.xml
"呱呱呱呱",0.5,270.35600,2d31e74a,https://comment.bilibili.com/373232278.xml
"他是一个可以让人真正感动的人。",0.9087571250347459,2659.73600,1528149f,https://comment.bilibili.com/373232278.xml
"一个人看",0.6095902750670675,1084.27300,d068233f,https://comment.bilibili.com/373232278.xml
"年轻的时候好帅！",0.8400447434221159,4243.50500,d1962a8b,https://comment.bilibili.com/373232278.xml
"董卿卿夺笋呐哈哈哈哈",0.9681043281222677,3323.45600,be28f103,https://comment.bilibili.com/373232278.xml
"我在",0.5262327818078083,1111.71700,a8339f2,https://comment.bilibili.com/373232278.xml
"好美呀",0.9119686661707733,3942.14300,2a8821d2,https://comment.bilibili.com/373232278.xml
"我一直在",0.5262327818078083,1106.78600,728f4b9d,https://comment.bilibili.com/373232278.xml
"共同的乡愁",0.7499999999999999,2627.96600,718456af,https://comment.bilibili.com/373232278.xml
"我也在",0.5262327818078083,1132.15100,d8ad17e4,https://comment.bilibili.com/373232278.xml
"这是一个选秀八卦场",0.6639335067792504,3369.46100,4a5f7d76,https://comment.bilibili.com/373232278.xml
"是汪苏泷的歌吧",0.9569516481352703,3304.10400,4a5f7d76,https://comment.bilibili.com/373232278.xml
"呼噜小精灵",0.1837233963534416,2961.54400,64e59de5,https://comment.bilibili.com/373232278.xml
"8.15",0.5,1159.52700,57277993,https://comment.bilibili.com/373232278.xml
"2022.8",0.5,1138.22700,57277993,https://comment.bilibili.com/373232278.xml
"几号呀",0.5999999999999999,1120.22700,57277993,https://comment.bilibili.com/373232278.xml
"我我我",0.5262327818078083,1101.24700,57277993,https://comment.bilibili.com/373232278.xml
"我也在",0.5262327818078083,1123.11500,89f6a581,https://comment.bilibili.com/373232278.xml
"我的眼泪啊",0.85,3094.66300,c905013,https://comment.bilibili.com/373232278.xml
"我也在",0.5262327818078083,1126.98600,68cdbd17,https://comment.bilibili.com/373232278.xml
"王洛勇老师！",0.995760562807278,501.96200,eb9bf006,https://comment.bilibili.com/373232278.xml
"有没有人在看",0.4562413598869547,3259.98300,35e318df,https://comment.bilibili.com/373232278.xml
"太好听了",0.1908884232601349,559.22800,15112d3c,https://comment.bilibili.com/373232278.xml
"还有我",0.5262327818078083,1106.44700,4d8a783e,https://comment.bilibili.com/373232278.xml
"哈哈哈",0.8684210526315791,3201.30300,3b7c8ee2,https://comment.bilibili.com/373232278.xml
"7个，还有我",0.45185185185185184,1165.75300,2600ca38,https://comment.bilibili.com/373232278.xml
"20.。55",0.5,1123.25400,b18e3571,https://comment.bilibili.com/373232278.xml
"还有我",0.5262327818078083,1110.46600,b18e3571,https://comment.bilibili.com/373232278.xml
"天呐",0.49255155159791475,3100.01900,7b67daa0,https://comment.bilibili.com/373232278.xml
"哇哦",0.5262327818078083,2131.85200,bc52f21d,https://comment.bilibili.com/373232278.xml
"再看呢",0.47401592117705926,447.12200,bc52f21d,https://comment.bilibili.com/373232278.xml
"瓜把领子穿好了",0.24454428911105308,2148.21800,bc52f21d,https://comment.bilibili.com/373232278.xml
"读的好好听啊 董卿yyds",0.8146285192219948,4163.58000,c44a0bfa,https://comment.bilibili.com/373232278.xml
"我我我",0.5262327818078083,1148.36200,c44a0bfa,https://comment.bilibili.com/373232278.xml
"演舞台剧的",0.574549474228723,1186.10300,abe0ce68,https://comment.bilibili.com/373232278.xml
"6.5",0.8571428571428571,1157.38000,abe0ce68,https://comment.bilibili.com/373232278.xml
"不止一个",0.6628795013218313,1093.06000,abe0ce68,https://comment.bilibili.com/373232278.xml
"有味道的话",0.4209767682561316,4396.31000,e6fe73e3,https://comment.bilibili.com/373232278.xml
"太狠了，高手过招",0.08255903097183781,3476.92500,798be783,https://comment.bilibili.com/373232278.xml
"我也在",0.5262327818078083,1101.77500,520db2a,https://comment.bilibili.com/373232278.xml
"这是洪千辰吗",0.8437938897592069,1820.77600,83d397c6,https://comment.bilibili.com/373232278.xml
"我一直都在",0.5512110016420362,1102.55700,97b700f8,https://comment.bilibili.com/373232278.xml
"哈哈，这八年",0.6679179628449002,4204.95400,4f608807,https://comment.bilibili.com/373232278.xml
