Comment,feeling,TimeStamp,UID,Url
"突然想到一个奇葩说有一个主题，一场火就画还是救猫。辩手讲不救猫，因为它会跑，会哭泣，而画只会悲鸣。画承载着历史。",0.9976035009909465,2374.69100,df88ba6d,https://comment.bilibili.com/480680776.xml
"23中考加油！！！",0.865562824281532,1066.54200,ee618f7c,https://comment.bilibili.com/480680776.xml
"准大一新生前来报道",0.7603405195926395,49.79900,7c386d8c,https://comment.bilibili.com/480680776.xml
"好年轻的感觉",0.9162371901494725,2482.18300,3fb98552,https://comment.bilibili.com/480680776.xml
"给自己加个油，4级这学期一定要过",0.37640122962391553,1074.36100,14e91ef3,https://comment.bilibili.com/480680776.xml
"我会追梦成功的。我一定行！必须行！",0.9226049205856979,994.66400,d59b9f4,https://comment.bilibili.com/480680776.xml
"姐姐做到了！",0.7551020408163265,3778.95500,67ffdbd3,https://comment.bilibili.com/480680776.xml
"哈哈哈哈姐姐kdl（？",0.9428391127451723,1228.92600,67ffdbd3,https://comment.bilibili.com/480680776.xml
"向吴孟超先生致敬！",0.9739901193127382,96.44300,d55b8198,https://comment.bilibili.com/480680776.xml
"向吴孟超先生致敬！",0.9739901193127382,105.89300,d55b8198,https://comment.bilibili.com/480680776.xml
"中考加油",0.9771502922991971,1025.91200,512a9443,https://comment.bilibili.com/480680776.xml
"敦煌学在敦煌",0.7878540631067907,2138.07800,408aced,https://comment.bilibili.com/480680776.xml
"真实真诚真挚！！！",0.8671604546302462,625.91600,5031acb5,https://comment.bilibili.com/480680776.xml
"真真实实的企业家！",0.8799098744792508,348.79000,105e3aca,https://comment.bilibili.com/480680776.xml
"敦煌壁画真的神圣且梦幻呀",0.9961728393155475,2110.55900,342c3474,https://comment.bilibili.com/480680776.xml
"7.24实验舱发射时期来打卡",0.9244913079146856,3298.06600,5050938f,https://comment.bilibili.com/480680776.xml
"嘻嘻好甜",0.9887050721334587,2960.93600,5050938f,https://comment.bilibili.com/480680776.xml
"oh，我靠呜呜呜",0.5,2938.92000,5050938f,https://comment.bilibili.com/480680776.xml
"山楂树之恋后劲很大，那天晚上哭了好久",0.9957371386742971,1584.96100,5050938f,https://comment.bilibili.com/480680776.xml
"我们的征途是星辰大海",0.5878922110721017,3411.94800,885b510e,https://comment.bilibili.com/480680776.xml
"现在山区没见得有许多亮星星，真的（泪）",0.8759745244329962,2679.97000,345df6de,https://comment.bilibili.com/480680776.xml
"我会好好用功读书，去追梦",0.8533410082674937,991.26600,345df6de,https://comment.bilibili.com/480680776.xml
"董卿，你！是！我！的！神！",0.5787951414223784,223.13300,345df6de,https://comment.bilibili.com/480680776.xml
"我要当太空人",0.3739525297171128,3434.93200,b4b16632,https://comment.bilibili.com/480680776.xml
"莫名泪目",0.20005327733018652,971.22300,b4b16632,https://comment.bilibili.com/480680776.xml
"我们的征程是星辰大海",0.5878922110721017,3398.19100,427259eb,https://comment.bilibili.com/480680776.xml
"她是特别的美好的 ",0.7937692707267052,1864.39200,a12eb88f,https://comment.bilibili.com/480680776.xml
"幸运来得太突然了！",0.7610494927757401,1681.82900,495e6885,https://comment.bilibili.com/480680776.xml
"英语老师物理系哈哈哈",0.9617358327015988,2825.96400,400a9dba,https://comment.bilibili.com/480680776.xml
"很可爱诶！！！",0.3676007333693375,1531.22500,400a9dba,https://comment.bilibili.com/480680776.xml
"好亲切感！！福建口音",0.9628981358633848,389.18900,400a9dba,https://comment.bilibili.com/480680776.xml
"周冬雨双手和董卿握手，真是又礼貌又可爱",0.9531880926767515,1231.48200,19248447,https://comment.bilibili.com/480680776.xml
"我们的征程是星辰大海",0.5878922110721017,3416.60900,80135aa9,https://comment.bilibili.com/480680776.xml
"你做到了！",0.5262327818078083,3781.69200,f5b04fba,https://comment.bilibili.com/480680776.xml
"我也好想去趟敦煌",0.8848065444602904,2399.81900,90a08fad,https://comment.bilibili.com/480680776.xml
"好美！！！！",0.7353220917615118,2267.65900,90a08fad,https://comment.bilibili.com/480680776.xml
"我们的征程是星辰大海",0.5878922110721017,3400.47800,a7bd34ab,https://comment.bilibili.com/480680776.xml
"我离我的梦越来越远了，或许高考结束之后她就覆灭了。原本的我自己也不再了",0.980009688893836,48.61100,c07e8d22,https://comment.bilibili.com/480680776.xml
